date,station,average
2014-06-27,650,0.3
2014-06-28,650,0.3
2014-06-29,650,0.2
1995-02-02,652,0.8
1995-02-09,652,1.2
1995-02-19,652,0.7
1995-02-23,652,0.3
1995-03-04,652,1.1
1995-03-10,652,0.3
1995-03-20,652,4.2
1995-03-26,652,0.7
1995-04-03,652,1.8
1995-04-10,652,1.0
1995-04-18,652,5.4
1995-04-24,652,3.1
1995-05-02,652,5.5
1995-05-09,652,4.2
1995-05-17,652,4.8
1995-05-23,652,2.2
1995-05-31,652,0.2
1995-06-02,652,0.1
1995-06-07,652,0.1
1995-06-16,652,0.1
1995-06-21,652,0.1
1995-07-01,652,0.0
1995-07-07,652,0.0
1995-07-15,652,0.1
1995-07-20,652,0.0
1995-07-31,652,0.0
1996-02-07,652,0.6
1996-02-08,652,0.6
1996-02-09,652,0.6
1996-02-10,652,0.6
1996-02-11,652,0.9
1996-02-12,652,1.1
1996-02-13,652,0.9
1996-02-14,652,1.0
1996-02-15,652,0.3
1996-02-16,652,0.3
1996-02-17,652,0.1
1996-02-18,652,0.2
1996-02-19,652,0.1
1996-02-20,652,0.5
1996-02-21,652,1.7
1996-02-22,652,1.8
1996-02-23,652,1.5
1996-02-24,652,1.4
1996-02-25,652,1.3
1996-02-26,652,1.3
1996-02-27,652,0.7
1996-02-28,652,0.5
1996-02-29,652,1.4
1996-03-01,652,1.7
1996-03-02,652,2.4
1996-03-03,652,1.9
1996-03-04,652,2.0
1996-03-05,652,2.1
1996-03-06,652,2.4
1996-03-07,652,1.5
1996-03-08,652,0.9
1996-03-09,652,0.9
1996-03-10,652,0.6
1996-03-11,652,0.5
1996-03-12,652,0.4
1996-03-13,652,0.2
1996-03-14,652,0.1
1996-03-15,652,0.0
1996-03-16,652,0.2
1996-03-17,652,0.3
1996-03-18,652,0.4
1996-03-19,652,0.5
1996-03-20,652,0.8
1996-03-21,652,0.8
1996-03-22,652,1.0
1996-03-23,652,1.0
1996-03-24,652,0.8
1996-03-25,652,0.7
1996-03-26,652,0.5
1996-03-27,652,0.3
1996-03-28,652,0.2
1996-03-29,652,0.8
1996-03-30,652,2.1
1996-03-31,652,3.5
1996-04-01,652,3.6
1996-04-02,652,2.8
1996-04-03,652,2.7
1996-04-04,652,2.9
1996-04-05,652,4.1
1996-04-06,652,4.8
1996-04-07,652,5.2
1996-04-08,652,4.3
1996-04-09,652,3.3
1996-04-10,652,2.4
1996-04-11,652,1.7
1996-04-12,652,1.4
1996-04-13,652,1.6
1996-04-14,652,1.9
1996-04-15,652,2.2
1996-04-16,652,2.6
1996-04-17,652,2.6
1996-04-18,652,2.4
1996-04-19,652,2.4
1996-04-20,652,2.0
1996-04-21,652,1.7
1996-04-22,652,1.3
1996-04-23,652,1.2
1996-04-24,652,1.3
1996-04-25,652,1.1
1996-04-26,652,0.7
1996-04-27,652,1.0
1996-04-28,652,1.2
1996-04-29,652,1.3
1996-04-30,652,2.7
1996-05-01,652,2.2
1996-05-02,652,2.0
1996-05-03,652,1.8
1996-05-04,652,1.7
1996-05-05,652,1.9
1996-05-06,652,1.8
1996-05-07,652,1.5
1996-05-08,652,1.3
1996-05-09,652,0.7
1996-05-10,652,0.8
1996-05-11,652,0.7
1996-05-12,652,0.9
1996-05-13,652,0.6
1996-05-14,652,0.7
1996-05-15,652,0.5
1996-05-16,652,0.3
1996-05-17,652,0.1
1996-05-18,652,0.2
1996-05-19,652,0.1
1996-05-20,652,0.0
1996-05-21,652,0.0
1996-05-22,652,0.0
1996-05-23,652,0.0
1996-05-24,652,0.1
1996-05-25,652,0.1
1996-05-26,652,0.1
1996-05-27,652,0.7
1996-05-28,652,0.8
1996-05-29,652,1.1
1996-05-30,652,1.0
1996-05-31,652,0.8
1996-06-01,652,0.7
1996-06-02,652,0.5
1996-06-03,652,0.6
1996-06-04,652,0.3
1996-06-05,652,0.1
1996-06-06,652,0.1
1996-06-07,652,0.1
1996-06-08,652,0.0
1996-06-09,652,0.1
1996-06-10,652,0.1
1996-06-11,652,0.1
1996-06-12,652,0.1
1996-06-13,652,0.0
1996-06-14,652,0.0
1996-06-15,652,0.1
1996-06-16,652,0.1
1996-06-17,652,0.1
1996-06-18,652,0.1
1996-06-19,652,0.1
1996-06-20,652,0.0
1996-06-21,652,0.0
1996-06-22,652,0.1
1996-06-23,652,0.1
1996-06-24,652,0.1
1996-06-25,652,0.0
1996-06-26,652,0.0
1996-06-27,652,0.0
1996-06-28,652,0.0
1996-06-29,652,0.0
1996-06-30,652,0.0
1997-02-02,652,0.0
1997-02-03,652,0.0
1997-02-04,652,0.0
1997-02-05,652,0.0
1997-02-09,652,0.0
1997-02-10,652,0.0
1997-02-11,652,0.0
1997-02-12,652,0.0
1997-02-16,652,0.0
1997-02-17,652,0.0
1997-02-18,652,0.0
1997-02-19,652,0.0
1997-02-25,652,0.0
1997-02-26,652,0.0
1997-02-27,652,0.0
1997-02-28,652,0.0
1997-03-03,652,0.0
1997-03-04,652,0.0
1997-03-05,652,0.0
1997-03-06,652,0.0
1997-03-11,652,0.9
1997-03-12,652,0.6
1997-03-13,652,0.4
1997-03-14,652,0.0
1997-03-17,652,0.0
1997-03-18,652,0.0
1997-03-19,652,0.0
1997-03-20,652,0.0
1997-03-26,652,0.1
1997-03-27,652,0.2
1997-03-28,652,0.2
1997-03-29,652,0.0
1997-04-01,652,0.2
1997-04-02,652,0.4
1997-04-03,652,1.5
1997-04-04,652,0.3
1997-04-08,652,1.6
1997-04-09,652,1.8
1997-04-10,652,1.5
1997-04-11,652,0.6
1997-04-16,652,0.0
1997-04-17,652,0.6
1997-04-18,652,1.5
1997-04-19,652,0.3
1997-04-25,652,1.5
1997-04-26,652,1.2
1997-04-27,652,0.6
1997-04-28,652,0.1
1997-04-30,652,0.0
1997-05-01,652,0.1
1997-05-02,652,0.1
1997-05-03,652,0.2
1997-05-04,652,0.1
1997-05-08,652,0.3
1997-05-09,652,0.7
1997-05-10,652,0.5
1997-05-11,652,0.4
1997-05-15,652,0.0
1997-05-16,652,0.0
1997-05-17,652,0.0
1997-05-18,652,0.0
1997-05-19,652,0.0
1997-05-24,652,0.0
1997-05-25,652,0.0
1997-05-26,652,0.0
1997-05-27,652,0.0
1997-05-29,652,0.0
1997-05-30,652,0.0
1997-05-31,652,0.0
1998-02-06,652,0.3
1998-02-07,652,0.0
1998-02-08,652,0.0
1998-02-13,652,0.6
1998-02-14,652,0.9
1998-02-15,652,0.8
1998-02-20,652,0.0
1998-02-21,652,0.0
1998-02-22,652,0.0
1998-02-27,652,0.8
1998-02-28,652,1.5
1998-03-01,652,3.0
1998-03-02,652,3.2
1998-03-08,652,0.4
1998-03-09,652,0.2
1998-03-10,652,0.2
1998-03-15,652,1.2
1998-03-16,652,1.2
1998-03-17,652,1.1
1998-03-20,652,0.5
1998-03-21,652,0.3
1998-03-22,652,0.2
1998-03-31,652,7.9
1998-04-01,652,6.7
1998-04-02,652,6.2
1998-04-05,652,4.1
1998-04-06,652,3.5
1998-04-07,652,4.9
1998-04-13,652,8.4
1998-04-14,652,8.6
1998-04-15,652,8.6
1998-04-19,652,5.6
1998-04-20,652,5.6
1998-04-21,652,5.4
1998-04-28,652,8.4
1998-04-29,652,7.9
1998-04-30,652,7.2
1998-05-03,652,4.9
1998-05-04,652,4.7
1998-05-05,652,4.1
1998-05-13,652,5.3
1998-05-14,652,4.8
1998-05-15,652,4.3
1998-05-20,652,2.0
1998-05-21,652,2.3
1998-05-22,652,2.1
1998-05-28,652,2.0
1998-05-29,652,1.4
1998-05-30,652,0.8
1998-06-02,652,1.1
1998-06-03,652,1.9
1998-06-04,652,2.3
1998-06-10,652,0.7
1998-06-11,652,0.3
1998-06-12,652,0.2
1998-06-18,652,0.1
1998-06-19,652,0.1
1999-02-01,652,1.6
1999-02-02,652,1.0
1999-02-03,652,1.1
1999-02-04,652,2.0
1999-02-05,652,2.0
1999-02-06,652,1.7
1999-02-07,652,1.7
1999-02-08,652,1.5
1999-02-09,652,2.1
1999-02-10,652,3.1
1999-02-11,652,3.9
1999-02-12,652,5.6
1999-02-13,652,5.2
1999-02-14,652,4.5
1999-02-15,652,4.1
1999-02-16,652,4.5
1999-02-17,652,5.2
1999-02-18,652,5.1
1999-02-19,652,4.9
1999-02-20,652,5.4
1999-02-21,652,4.0
1999-02-22,652,3.6
1999-02-23,652,3.7
1999-02-24,652,2.9
1999-02-25,652,2.5
1999-02-26,652,2.5
1999-02-27,652,2.6
1999-02-28,652,3.2
1999-03-01,652,3.3
1999-03-02,652,4.1
1999-03-03,652,4.7
1999-03-04,652,5.1
1999-03-05,652,4.5
1999-03-06,652,4.4
1999-03-07,652,3.8
1999-03-08,652,2.7
1999-03-09,652,2.3
1999-03-10,652,1.3
1999-03-11,652,0.8
1999-03-12,652,1.2
1999-03-13,652,1.6
1999-03-14,652,1.3
1999-03-15,652,1.6
1999-03-16,652,2.7
1999-03-17,652,3.9
1999-03-18,652,4.7
1999-03-19,652,5.2
1999-03-20,652,5.7
1999-03-21,652,6.0
1999-03-22,652,5.9
1999-03-23,652,5.9
1999-03-24,652,4.5
1999-03-25,652,3.9
1999-03-26,652,4.0
1999-03-27,652,3.9
1999-03-28,652,3.9
1999-03-29,652,4.1
1999-03-30,652,4.3
1999-03-31,652,4.0
1999-04-01,652,5.0
1999-04-02,652,4.9
1999-04-03,652,4.7
1999-04-04,652,4.2
1999-04-05,652,2.9
1999-04-06,652,2.4
1999-04-07,652,1.6
1999-04-08,652,1.3
1999-04-09,652,1.1
1999-04-10,652,1.7
1999-04-11,652,2.4
1999-04-12,652,2.1
1999-04-13,652,2.7
1999-04-14,652,3.1
1999-04-15,652,3.4
1999-04-16,652,3.5
1999-04-17,652,3.8
1999-04-18,652,4.4
1999-04-19,652,4.5
1999-04-20,652,4.0
1999-04-21,652,3.1
1999-04-22,652,2.0
1999-04-23,652,1.3
1999-04-24,652,0.8
1999-04-25,652,0.9
1999-04-26,652,2.2
1999-04-27,652,1.8
1999-04-28,652,1.2
1999-04-29,652,1.0
1999-04-30,652,1.1
1999-05-01,652,0.9
1999-05-02,652,1.1
1999-05-03,652,0.8
1999-05-04,652,0.7
1999-05-05,652,0.2
1999-05-06,652,0.2
1999-05-07,652,0.2
1999-05-08,652,0.2
1999-05-09,652,0.1
1999-05-10,652,0.1
1999-05-11,652,0.2
1999-05-12,652,1.2
1999-05-13,652,1.0
1999-05-14,652,1.2
1999-05-15,652,0.9
1999-05-16,652,0.9
1999-05-17,652,0.5
1999-05-18,652,0.2
1999-05-19,652,0.2
1999-05-20,652,0.1
1999-05-21,652,0.1
1999-05-22,652,0.2
1999-05-23,652,0.2
1999-05-24,652,0.2
1999-05-25,652,0.1
1999-05-26,652,0.1
1999-05-27,652,0.1
1999-05-28,652,0.1
1999-05-29,652,0.1
1999-05-30,652,0.1
1999-05-31,652,0.1
2000-02-07,652,0.7
2000-02-08,652,0.7
2000-02-09,652,0.6
2000-02-13,652,0.1
2000-02-14,652,0.1
2000-02-15,652,0.1
2000-02-16,652,0.2
2000-02-20,652,0.8
2000-02-21,652,0.9
2000-02-22,652,0.7
2000-02-23,652,0.3
2000-02-24,652,0.1
2000-02-25,652,0.1
2000-03-01,652,3.2
2000-03-02,652,2.8
2000-03-03,652,2.6
2000-03-07,652,1.4
2000-03-08,652,1.0
2000-03-09,652,0.8
2000-03-10,652,0.9
2000-03-11,652,0.7
2000-03-12,652,0.4
2000-03-14,652,0.1
2000-03-15,652,0.1
2000-03-16,652,0.1
2000-03-19,652,0.1
2000-03-20,652,0.2
2000-03-21,652,0.3
2000-03-22,652,0.4
2000-03-28,652,0.3
2000-03-29,652,1.1
2000-03-30,652,1.7
2000-04-07,652,4.1
2000-04-08,652,4.1
2000-04-09,652,3.6
2000-04-11,652,1.9
2000-04-12,652,1.1
2000-04-13,652,1.0
2000-04-19,652,0.5
2000-04-20,652,0.5
2000-04-21,652,0.4
2000-04-26,652,0.2
2000-04-27,652,0.2
2000-04-28,652,0.1
2000-05-05,652,0.6
2000-05-06,652,0.6
2000-05-07,652,0.5
2000-05-12,652,0.3
2000-05-13,652,0.2
2000-05-14,652,0.7
2000-05-18,652,0.2
2000-05-19,652,0.1
2000-05-20,652,0.1
2000-05-26,652,0.1
2000-05-27,652,0.1
2000-05-28,652,0.1
2003-02-01,652,0.1
2003-02-02,652,0.2
2003-02-03,652,0.2
2003-02-11,652,0.5
2003-02-12,652,1.0
2003-02-13,652,1.4
2003-02-18,652,1.9
2003-02-19,652,2.1
2003-02-20,652,1.4
2003-02-25,652,0.1
2003-02-26,652,0.1
2003-02-27,652,0.1
2003-03-02,652,0.4
2003-03-03,652,0.6
2003-03-04,652,0.5
2003-03-12,652,0.5
2003-03-13,652,0.9
2003-03-14,652,1.8
2003-03-19,652,4.1
2003-03-20,652,4.5
2003-03-21,652,4.7
2003-03-26,652,0.8
2003-03-27,652,1.2
2003-03-28,652,2.0
2003-04-01,652,1.9
2003-04-02,652,1.6
2003-04-03,652,1.4
2003-04-10,652,0.3
2003-04-11,652,0.1
2003-04-12,652,0.1
2003-04-18,652,2.8
2003-04-19,652,3.8
2003-04-20,652,3.5
2003-04-24,652,1.2
2003-04-25,652,1.1
2003-04-26,652,0.9
2003-05-03,652,2.1
2003-05-04,652,1.5
2003-05-05,652,1.0
2003-05-08,652,0.4
2003-05-09,652,0.3
2003-05-10,652,0.2
2003-05-16,652,0.6
2003-05-17,652,0.5
2003-05-18,652,0.6
2003-05-25,652,0.6
2003-05-26,652,0.9
2003-05-27,652,0.9
2003-06-02,652,0.2
2003-06-03,652,0.2
2003-06-04,652,0.2
2003-06-09,652,0.1
2003-06-10,652,0.1
2003-06-11,652,0.1
2003-06-15,652,0.3
2003-06-16,652,0.4
2003-06-17,652,0.5
2003-06-23,652,0.6
2003-06-24,652,0.5
2003-06-25,652,0.4
2003-07-02,652,0.1
2003-07-03,652,0.1
2003-07-04,652,0.1
2003-07-07,652,0.1
2003-07-08,652,0.1
2003-07-09,652,0.1
2003-07-14,652,0.1
2003-07-15,652,0.2
2003-07-16,652,0.2
2003-07-21,652,0.2
2003-07-22,652,0.2
2003-07-23,652,0.1
2003-07-29,652,0.1
2003-07-30,652,0.1
2003-07-31,652,0.1
2004-02-01,652,2.3
2004-02-02,652,3.0
2004-02-03,652,3.0
2004-02-08,652,3.4
2004-02-09,652,4.2
2004-02-10,652,4.7
2004-02-11,652,1.6
2004-02-15,652,2.0
2004-02-16,652,2.5
2004-02-17,652,2.4
2004-02-19,652,2.2
2004-02-20,652,2.7
2004-02-21,652,1.0
2004-02-29,652,3.7
2004-03-01,652,1.3
2004-03-01,652,2.8
2004-03-02,652,1.9
2004-03-02,652,2.8
2004-03-03,652,5.6
2004-03-08,652,6.9
2004-03-09,652,7.3
2004-03-10,652,7.5
2004-03-11,652,6.6
2004-03-15,652,3.1
2004-03-16,652,3.5
2004-03-17,652,3.3
2004-03-19,652,4.2
2004-03-20,652,4.8
2004-03-29,652,5.6
2004-03-30,652,5.4
2004-03-31,652,5.6
2005-02-02,652,0.0
2005-02-03,652,0.0
2005-02-04,652,0.2
2005-02-10,652,2.4
2005-02-11,652,2.8
2005-02-12,652,2.4
2005-02-18,652,0.7
2005-02-19,652,0.6
2005-02-20,652,0.8
2005-02-27,652,2.4
2005-02-28,652,2.0
2005-03-01,652,2.1
2005-03-05,652,2.9
2005-03-06,652,3.1
2005-03-07,652,5.2
2005-03-11,652,4.3
2005-03-12,652,4.5
2005-03-13,652,5.2
2005-03-18,652,3.0
2005-03-19,652,2.4
2005-03-20,652,2.8
2005-03-29,652,6.5
2005-03-30,652,5.7
2005-03-31,652,5.8
2005-04-03,652,5.1
2005-04-04,652,5.5
2005-04-05,652,5.9
2005-04-10,652,6.0
2005-04-11,652,6.1
2005-04-12,652,4.5
2005-04-16,652,4.4
2005-04-17,652,3.3
2005-04-18,652,3.2
2005-04-27,652,4.6
2005-04-28,652,4.5
2005-04-29,652,4.6
2005-05-01,652,3.4
2005-05-02,652,2.9
2005-05-03,652,2.9
2005-05-09,652,3.4
2005-05-10,652,2.4
2005-05-11,652,2.2
2005-05-15,652,1.5
2005-05-16,652,1.1
2005-05-17,652,1.8
2005-05-25,652,5.6
2005-05-26,652,4.8
2005-05-27,652,4.4
2005-05-30,652,2.4
2005-05-31,652,2.4
2005-06-01,652,2.3
2005-06-06,652,1.1
2005-06-07,652,1.5
2005-06-08,652,1.1
2005-06-13,652,0.6
2005-06-14,652,0.7
2005-06-15,652,1.3
2005-06-22,652,1.8
2005-06-23,652,1.5
2005-06-24,652,1.1
2005-06-29,652,0.2
2005-06-30,652,0.2
2005-07-01,652,0.2
2005-07-06,652,0.1
2005-07-07,652,0.1
2005-07-08,652,0.1
2006-02-01,652,1.2
2006-02-02,652,1.3
2006-02-03,652,1.0
2006-02-08,652,1.6
2006-02-09,652,2.1
2006-02-10,652,1.6
2006-02-13,652,1.8
2006-02-14,652,1.9
2006-02-15,652,2.1
2006-02-23,652,1.7
2006-02-24,652,3.1
2006-02-25,652,3.3
2006-02-28,652,3.9
2006-03-01,652,4.1
2006-03-02,652,5.2
2006-03-03,652,5.4
2006-03-08,652,0.8
2006-03-09,652,0.6
2006-03-10,652,0.4
2006-03-17,652,1.2
2006-03-18,652,1.1
2006-03-19,652,1.0
2006-03-23,652,0.0
2006-03-24,652,0.1
2006-03-25,652,0.1
2006-03-30,652,2.3
2006-03-31,652,2.9
2006-04-01,652,2.9
2006-04-05,652,0.9
2006-04-06,652,0.4
2006-04-07,652,0.4
2006-04-16,652,1.1
2006-04-17,652,1.5
2006-04-18,652,1.7
2006-04-21,652,1.5
2006-04-22,652,1.2
2006-04-23,652,1.7
2006-04-28,652,2.4
2006-04-29,652,2.3
2006-04-30,652,2.6
2006-05-15,652,1.5
2006-05-16,652,1.3
2006-05-17,652,1.4
2006-05-19,652,1.2
2006-05-20,652,1.2
2006-05-21,652,0.8
2006-05-27,652,1.2
2006-05-28,652,1.0
2006-05-29,652,1.0
2006-06-04,652,0.1
2006-06-05,652,0.1
2006-06-06,652,0.2
2006-06-12,652,0.1
2006-06-13,652,0.1
2006-06-14,652,0.6
2006-06-19,652,0.1
2006-06-20,652,0.1
2006-06-21,652,0.1
2006-06-26,652,0.1
2006-06-27,652,0.1
2006-06-28,652,0.1
2007-01-04,652,0.3
2007-01-05,652,0.4
2007-01-06,652,0.4
2007-01-12,652,1.1
2007-01-13,652,1.2
2007-01-14,652,1.5
2007-01-19,652,0.5
2007-01-20,652,0.4
2007-01-21,652,0.3
2007-01-22,652,0.8
2007-01-27,652,0.8
2007-01-28,652,1.4
2007-01-31,652,2.8
2007-02-01,652,2.5
2007-02-02,652,1.9
2007-02-03,652,2.3
2007-02-10,652,0.1
2007-02-11,652,0.1
2007-02-12,652,0.2
2007-02-13,652,0.5
2007-02-18,652,1.2
2007-02-19,652,1.7
2007-02-20,652,1.9
2007-02-21,652,1.7
2007-02-26,652,0.2
2007-02-27,652,0.2
2007-02-28,652,0.3
2007-03-03,652,1.2
2007-03-04,652,1.8
2007-03-05,652,1.8
2007-03-13,652,1.1
2007-03-14,652,1.4
2007-03-15,652,2.0
2007-03-20,652,4.2
2007-03-21,652,4.8
2007-03-22,652,5.3
2007-03-26,652,1.9
2007-03-27,652,1.1
2007-03-28,652,0.6
2007-04-05,652,1.5
2007-04-06,652,1.5
2007-04-07,652,2.1
2007-04-08,652,2.5
2007-04-10,652,2.9
2007-04-11,652,2.5
2007-04-12,652,2.8
2007-04-18,652,3.0
2007-04-19,652,2.9
2007-04-20,652,5.1
2007-04-21,652,5.1
2007-04-25,652,6.5
2007-04-26,652,6.7
2007-04-27,652,6.5
2007-05-03,652,4.0
2007-05-04,652,4.0
2007-05-05,652,4.5
2007-05-06,652,4.1
2007-05-09,652,3.6
2007-05-10,652,3.3
2007-05-11,652,2.7
2007-05-17,652,2.2
2007-05-18,652,1.1
2007-05-19,652,0.7
2007-05-20,652,0.6
2007-05-25,652,0.4
2007-05-26,652,0.3
2007-05-27,652,0.1
2007-06-02,652,0.1
2007-06-03,652,0.1
2007-06-04,652,0.1
2007-06-08,652,0.1
2007-06-09,652,1.6
2007-06-10,652,1.2
2007-06-11,652,1.3
2007-06-15,652,0.7
2007-06-16,652,0.2
2007-06-17,652,0.3
2007-06-24,652,0.3
2007-06-25,652,0.4
2007-06-26,652,0.4
2008-02-01,652,0.2
2008-02-02,652,0.7
2008-02-03,652,0.9
2008-02-08,652,1.9
2008-02-09,652,2.2
2008-02-10,652,1.8
2008-02-11,652,1.5
2008-02-17,652,2.8
2008-02-18,652,2.9
2008-02-19,652,2.4
2008-02-21,652,3.2
2008-02-22,652,2.1
2008-02-23,652,1.8
2008-02-24,652,1.4
2008-02-29,652,0.7
2008-03-01,652,3.0
2008-03-02,652,4.5
2008-03-03,652,5.1
2008-03-08,652,4.6
2008-03-09,652,4.7
2008-03-10,652,4.8
2008-03-11,652,3.9
2008-03-15,652,0.8
2008-03-16,652,0.8
2008-03-17,652,0.7
2008-03-22,652,2.0
2008-03-23,652,1.9
2008-03-24,652,1.7
2008-03-25,652,1.9
2008-03-30,652,0.2
2008-03-31,652,0.2
2008-04-01,652,0.1
2008-04-06,652,3.0
2008-04-07,652,3.2
2008-04-08,652,4.0
2008-04-09,652,3.6
2008-04-11,652,2.8
2008-04-12,652,1.1
2008-04-13,652,1.0
2008-04-14,652,1.1
2008-04-15,652,1.7
2008-04-20,652,2.0
2008-04-21,652,1.9
2008-04-22,652,1.6
2008-04-23,652,1.4
2008-04-28,652,1.4
2008-04-29,652,1.1
2008-04-30,652,1.5
2008-05-01,652,2.2
2008-05-06,652,2.4
2008-05-07,652,2.1
2008-05-08,652,1.8
2008-05-09,652,1.0
2008-05-11,652,1.8
2008-05-14,652,1.4
2008-05-15,652,1.8
2008-05-16,652,0.4
2008-05-20,652,0.4
2008-05-21,652,0.6
2008-05-22,652,0.7
2008-05-23,652,0.5
2008-05-26,652,0.5
2008-05-27,652,0.5
2008-05-28,652,0.8
2008-06-04,652,0.8
2008-06-05,652,0.7
2008-06-06,652,0.4
2008-06-13,652,0.3
2008-06-14,652,0.3
2008-06-15,652,0.3
2008-06-21,652,0.3
2008-06-22,652,0.2
2008-06-23,652,0.3
2008-06-29,652,0.4
2008-06-30,652,0.4
2008-07-01,652,0.5
2008-07-03,652,0.4
2008-07-04,652,0.4
2008-07-05,652,0.4
2008-07-12,652,0.2
2008-07-13,652,0.3
2008-07-14,652,0.4
2008-07-20,652,0.4
2008-07-21,652,0.3
2008-07-22,652,0.2
2008-07-25,652,0.2
2008-07-26,652,0.2
2009-02-06,652,0.1
2009-02-07,652,0.2
2009-02-08,652,0.2
2009-02-09,652,0.2
2009-02-10,652,0.2
2009-02-11,652,0.3
2009-02-12,652,0.4
2009-02-13,652,0.2
2009-02-14,652,0.3
2009-02-15,652,0.4
2009-02-16,652,0.7
2009-02-17,652,0.7
2009-02-18,652,0.6
2009-02-19,652,0.6
2009-02-20,652,0.5
2009-02-21,652,0.1
2009-02-22,652,0.2
2009-02-23,652,0.2
2009-02-24,652,0.2
2009-02-25,652,0.3
2009-02-26,652,0.6
2009-02-27,652,0.7
2009-02-28,652,0.4
2009-03-01,652,0.6
2009-03-02,652,0.6
2009-03-03,652,1.5
2009-03-04,652,1.9
2009-03-05,652,2.3
2009-03-06,652,2.4
2009-03-07,652,1.3
2009-03-08,652,1.3
2009-03-09,652,1.7
2009-03-10,652,2.9
2009-03-11,652,2.6
2009-03-12,652,2.5
2009-03-13,652,1.9
2009-03-14,652,0.5
2009-03-15,652,0.4
2009-03-16,652,1.6
2009-03-17,652,3.5
2009-03-18,652,6.9
2009-03-19,652,5.3
2009-03-20,652,4.9
2009-03-21,652,4.3
2009-03-22,652,3.2
2009-03-23,652,2.3
2009-03-24,652,1.6
2009-03-25,652,0.7
2009-03-26,652,0.4
2009-03-27,652,0.3
2009-03-28,652,0.4
2009-03-29,652,0.2
2009-03-30,652,0.2
2009-03-31,652,0.2
2009-04-02,652,0.2
2009-04-03,652,0.3
2009-04-04,652,0.3
2009-04-11,652,0.3
2009-04-12,652,0.3
2009-04-13,652,0.2
2009-04-17,652,0.2
2009-04-18,652,0.2
2009-04-19,652,0.2
2009-04-26,652,0.2
2009-04-27,652,0.1
2009-04-28,652,0.1
2009-05-01,652,0.1
2009-05-02,652,0.1
2009-05-03,652,0.1
2009-05-04,652,0.2
2009-05-05,652,0.2
2009-05-06,652,0.2
2009-05-07,652,0.2
2009-05-08,652,0.2
2009-05-09,652,0.2
2009-05-10,652,0.1
2009-05-11,652,0.1
2009-05-12,652,0.1
2009-05-13,652,0.1
2009-05-14,652,0.1
2009-05-15,652,0.1
2009-05-16,652,0.0
2009-05-17,652,0.0
2009-05-18,652,0.0
2009-05-19,652,0.0
2009-05-20,652,0.0
2009-05-21,652,0.0
2010-02-01,652,1.5
2010-02-02,652,1.3
2010-02-03,652,0.8
2010-02-08,652,0.0
2010-02-09,652,0.0
2010-02-10,652,0.0
2010-02-17,652,0.8
2010-02-18,652,0.9
2010-02-19,652,1.1
2010-02-23,652,1.3
2010-02-24,652,1.7
2010-02-25,652,1.7
2010-02-28,652,1.3
2010-03-01,652,1.6
2010-03-02,652,2.1
2010-03-03,652,2.8
2010-03-09,652,0.7
2010-03-10,652,1.9
2010-03-11,652,2.9
2010-03-18,652,5.4
2010-03-19,652,5.1
2010-03-20,652,5.2
2010-03-21,652,4.6
2010-03-24,652,2.8
2010-03-25,652,2.7
2010-03-26,652,3.7
2010-03-30,652,8.1
2010-03-31,652,7.5
2010-04-01,652,7.3
2010-04-02,652,7.5
2010-04-07,652,3.3
2010-04-08,652,3.0
2010-04-09,652,2.8
2010-04-11,652,3.8
2010-04-16,652,5.9
2010-04-17,652,6.5
2010-04-18,652,6.9
2010-04-19,652,6.4
2010-04-21,652,4.6
2010-04-22,652,4.3
2010-04-23,652,3.4
2010-04-29,652,5.6
2010-04-30,652,5.3
2010-05-01,652,5.1
2010-05-02,652,3.9
2010-05-08,652,1.8
2010-05-09,652,1.7
2010-05-10,652,2.8
2010-05-11,652,2.4
2010-05-15,652,3.2
2010-05-16,652,3.5
2010-05-17,652,3.6
2010-05-21,652,1.3
2010-05-22,652,1.0
2010-05-23,652,0.9
2010-05-27,652,1.4
2010-05-28,652,1.7
2010-05-29,652,2.0
2010-06-01,652,1.6
2010-06-02,652,1.2
2010-06-05,652,1.3
2010-06-06,652,1.5
2010-06-07,652,1.5
2010-06-13,652,2.5
2010-06-14,652,1.9
2010-06-15,652,1.8
2010-06-20,652,0.6
2010-06-21,652,0.7
2010-06-22,652,0.7
2010-06-29,652,0.5
2010-06-30,652,0.5
2010-07-01,652,0.4
2010-07-04,652,0.2
2010-07-05,652,0.2
2010-07-06,652,0.2
2010-07-12,652,0.1
2010-07-13,652,0.1
2010-07-14,652,0.1
2010-07-21,652,0.1
2010-07-22,652,0.1
2010-07-23,652,0.1
2010-07-25,652,0.0
2010-07-26,652,0.0
2010-07-27,652,0.0
2011-02-03,652,2.5
2011-02-04,652,1.9
2011-02-05,652,1.8
2011-02-11,652,0.2
2011-02-12,652,0.0
2011-02-13,652,0.0
2011-02-20,652,3.4
2011-02-21,652,3.8
2011-02-22,652,3.3
2011-02-26,652,0.8
2011-02-27,652,0.9
2011-02-28,652,1.1
2011-03-04,652,3.0
2011-03-05,652,3.2
2011-03-06,652,2.9
2011-03-12,652,1.3
2011-03-13,652,1.3
2011-03-14,652,2.7
2011-03-20,652,8.2
2011-03-21,652,8.0
2011-03-22,652,7.7
2011-03-27,652,2.9
2011-03-28,652,2.9
2011-03-29,652,3.7
2011-04-04,652,6.9
2011-04-05,652,6.0
2011-04-06,652,4.8
2011-04-11,652,1.4
2011-04-12,652,1.7
